Accepted Symbol,Synonym Symbol,Scientific Name,Hybrid Genus Indicator,Genus,Hybrid Species Indicator,Species,Subspecies Prefix,Hybrid Subspecies Indicator,Subspecies,Variety Prefix,Hybrid Variety Indicator,Variety,Subvariety Prefix,Subvariety,Forma Prefix,Forma,Genera/Binomial Author,Trinomial Author,Quadranomial Author,Questionable Taxon Indicator,Parents,Genus,Family,Family Symbol,Kingdom
ACRE8,,Acacia rehmanniana,,Acacia,,rehmanniana,,,,,,,,,,,Schinz,,,,,Acacia,Fabaceae,FABACE,Plantae
ACRE2,,Acacia retinodes,,Acacia,,retinodes,,,,,,,,,,,Schltdl.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACRE4,,Acacia retusa,,Acacia,,retusa,,,,,,,,,,,(Jacq.) Howard,,,,,Acacia,Fabaceae,FABACE,Plantae
ACRI10,,Acacia richii,,Acacia,,richii,,,,,,,,,,,A. Gray [excluded],,,,,Acacia,Fabaceae,FABACE,Plantae
ACRI6,,Acacia rigens,,Acacia,,rigens,,,,,,,,,,,A. Cunn. ex G. Don,,,,,Acacia,Fabaceae,FABACE,Plantae
ACRI,,Acacia rigidula,,Acacia,,rigidula,,,,,,,,,,,Benth.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACRI7,,Acacia rivalis,,Acacia,,rivalis,,,,,,,,,,,J.M. Black,,,,,Acacia,Fabaceae,FABACE,Plantae
ACRO5,,Acacia robusta,,Acacia,,robusta,,,,,,,,,,,Burch.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACRO,,Acacia roemeriana,,Acacia,,roemeriana,,,,,,,,,,,Scheele,,,,,Acacia,Fabaceae,FABACE,Plantae
ACRO6,,Acacia rossei,,Acacia,,rossei,,,,,,,,,,,F. Muell.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACRU11,,Acacia rubida,,Acacia,,rubida,,,,,,,,,,,A. Cunn.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACRU12,,Acacia rupicola,,Acacia,,rupicola,,,,,,,,,,,F. Muell. ex Benth.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACSA9,,Acacia saliciformis,,Acacia,,saliciformis,,,,,,,,,,,Tindale,,,,,Acacia,Fabaceae,FABACE,Plantae
ACSA10,,Acacia salicina,,Acacia,,salicina,,,,,,,,,,,Lindl.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACSA,,Acacia saligna,,Acacia,,saligna,,,,,,,,,,,(Labill.) Wendl. f.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACSA,ACCY,Acacia cyanophylla,,Acacia,,cyanophylla,,,,,,,,,,,Lindl.,,,,,Acacia,,,
ACSC2,,Acacia schaffneri,,Acacia,,schaffneri,,,,,,,,,,,(S. Watson) F.J. Herm.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACSCB,,Acacia schaffneri var. bravoensis,,Acacia,,schaffneri,,,,var.,,bravoensis,,,,,(S. Watson) F.J. Herm.,Isely,,,,Acacia,Fabaceae,FABACE,Plantae
ACSCS2,,Acacia schaffneri var. schaffneri,,Acacia,,schaffneri,,,,var.,,schaffneri,,,,,(S. Watson) F.J. Herm.,(S. Watson) F.J. Herm. [excluded],,,,Acacia,Fabaceae,FABACE,Plantae
ACSC,,Acacia schottii,,Acacia,,schottii,,,,,,,,,,,Torr.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACSC9,,Acacia schweinfurthii,,Acacia,,schweinfurthii,,,,,,,,,,,Brenan & Exell,,,,,Acacia,Fabaceae,FABACE,Plantae
ACSC10,,Acacia sclerosperma,,Acacia,,sclerosperma,,,,,,,,,,,F. Muell.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACSC12,,Acacia scleroxyla,,Acacia,,scleroxyla,,,,,,,,,,,Tussac [excluded],,,,,Acacia,Fabaceae,FABACE,Plantae
ACSE6,,Acacia senegal,,Acacia,,senegal,,,,,,,,,,,(L.) Willd.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACSER2,,Acacia senegal var. rostrata,,Acacia,,senegal,,,,var.,,rostrata,,,,,(L.) Willd.,Brenan,,,,Acacia,Fabaceae,FABACE,Plantae
ACSE7,,Acacia seyal,,Acacia,,seyal,,,,,,,,,,,Delile,,,,,Acacia,Fabaceae,FABACE,Plantae
ACSI7,,Acacia sieberiana,,Acacia,,sieberiana,,,,,,,,,,,DC.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACSIW2,,Acacia sieberiana var. woodii,,Acacia,,sieberiana,,,,var.,,woodii,,,,,DC.,(Burtt Davy) Keay & Brenan,,,,Acacia,Fabaceae,FABACE,Plantae
ACSI5,,Acacia silvestris,,Acacia,,silvestris,,,,,,,,,,,Tindale,,,,,Acacia,Fabaceae,FABACE,Plantae
ACSO4,,Acacia sophorae,,Acacia,,sophorae,,,,,,,,,,,(Labill.) R. Br.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACSP9,,Acacia spectabilis,,Acacia,,spectabilis,,,,,,,,,,,A. Cunn. ex Benth.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACSP4,,Acacia sphaerocephala,,Acacia,,sphaerocephala,,,,,,,,,,,Schltdl. & Cham.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACST5,,Acacia stenophylla,,Acacia,,stenophylla,,,,,,,,,,,A. Cunn. ex Benth.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACST8,,Acacia stowardii,,Acacia,,stowardii,,,,,,,,,,,Maiden,,,,,Acacia,Fabaceae,FABACE,Plantae
ACST8,ACCL2,Acacia clivicola,,Acacia,,clivicola,,,,,,,,,,,Pedley,,,,,Acacia,,,
ACST6,,Acacia stricta,,Acacia,,stricta,,,,,,,,,,,(Andrews) Willd.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACSU9,,Acacia suaveolens,,Acacia,,suaveolens,,,,,,,,,,,(Sm.) Willd.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACSU11,,Acacia sublanata,,Acacia,,sublanata,,,,,,,,,,,Benth.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACSU11,ACLU2 ,Acacia luehmannii,,Acacia,,luehmannii,,,,,,,,,,,F. Muell.,,,,,Acacia,,,
ACSU10,,Acacia subulata,,Acacia,,subulata,,,,,,,,,,,Bonpl.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACSW2,,Acacia swazica,,Acacia,,swazica,,,,,,,,,,,Burtt Davy,,,,,Acacia,Fabaceae,FABACE,Plantae
ACTE9,,Acacia terminalis,,Acacia,,terminalis,,,,,,,,,,,(Salisb.) J.F. Macbr. [excluded],,,,,Acacia,Fabaceae,FABACE,Plantae
ACTE8,,Acacia tetragonophylla,,Acacia,,tetragonophylla,,,,,,,,,,,F. Muell.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACTO6,,Acacia tortilis,,Acacia,,tortilis,,,,,,,,,,,(Forssk.) Hayne,,,,,Acacia,Fabaceae,FABACE,Plantae
ACTOH2,,Acacia tortilis ssp. heteracantha,,Acacia,,tortilis,ssp.,,heteracantha,,,,,,,,(Forssk.) Hayne,(Burch.) Brenan,,,,Acacia,Fabaceae,FABACE,Plantae
ACTOS2,,Acacia tortilis ssp. spirocarpa,,Acacia,,tortilis,ssp.,,spirocarpa,,,,,,,,(Forssk.) Hayne,(Hochst. ex A. Rich.) Brenan,,,,Acacia,Fabaceae,FABACE,Plantae
ACTO,,Acacia tortuosa,,Acacia,,tortuosa,,,,,,,,,,,(L.) Willd.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACTR6,,Acacia trineura,,Acacia,,trineura,,,,,,,,,,,F. Muell.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACUL2,,Acacia ulicifolia,,Acacia,,ulicifolia,,,,,,,,,,,(Salisb.) Court,,,,,Acacia,Fabaceae,FABACE,Plantae
ACUL2,ACJU2,Acacia juniperina,,Acacia,,juniperina,,,,,,,,,,,(Vent.) Willd.,,,,,Acacia,,,
ACUN2,,Acacia uncinata,,Acacia,,uncinata,,,,,,,,,,,Lindl.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACUN3,,Acacia undulifolia,,Acacia,,undulifolia,,,,,,,,,,,G. Lodd.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACUR2,,Acacia urophylla,,Acacia,,urophylla,,,,,,,,,,,Benth. ex Lindl.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACVE5,,Acacia verniciflua,,Acacia,,verniciflua,,,,,,,,,,,A. Cunn.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACVE2,,Acacia verticillata,,Acacia,,verticillata,,,,,,,,,,,(L'Hér.) Willd.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACVI7,,Acacia victoriae,,Acacia,,victoriae,,,,,,,,,,,Benth.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACVI7,ACSE9,Acacia sentis,,Acacia,,sentis,,,,,,,,,,,"F. Muell. ex Benth., nom. illeg.",,,,,Acacia,,,
ACVI9,,Acacia viscidula,,Acacia,,viscidula,,,,,,,,,,,Benth.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACVI10,,Acacia visco,,Acacia,,visco,,,,,,,,,,,Lorentz ex Griseb.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACVO,,Acacia vogeliana,,Acacia,,vogeliana,,,,,,,,,,,Steud.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACWA3,,Acacia wattsiana,,Acacia,,wattsiana,,,,,,,,,,,F. Muell. ex Benth.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACWI2,,Acacia willardiana,,Acacia,,willardiana,,,,,,,,,,,Rose,,,,,Acacia,Fabaceae,FABACE,Plantae
ACXA3,,Acacia xanthophloea,,Acacia,,xanthophloea,,,,,,,,,,,Benth.,,,,,Acacia,Fabaceae,FABACE,Plantae
ACACI2,,Acaciella,,Acaciella,,,,,,,,,,,,,Britton & Rose,,,,,Acaciella,Fabaceae,FABACE,Plantae
ACAN11,,Acaciella angustissima,,Acaciella,,angustissima,,,,,,,,,,,(Mill.) Britton & Rose,,,,,Acaciella,Fabaceae,FABACE,Plantae
ACAN11,ACAN,Acacia angustissima,,Acacia,,angustissima,,,,,,,,,,,(Mill.) Kuntze,,,,,Acacia,,,
ACANC3,,Acaciella angustissima var. chisosiana,,Acaciella,,angustissima,,,,var.,,chisosiana,,,,,(Mill.) Britton & Rose,(Isely) B.L. Turner,,,,Acaciella,Fabaceae,FABACE,Plantae
ACANC3,ACANC,Acacia angustissima var. chisosiana,,Acacia,,angustissima,,,,var.,,chisosiana,,,,,(Mill.) Kuntze,Isely,,,,Acacia,,,
ACANH2,,Acaciella angustissima var. hirta,,Acaciella,,angustissima,,,,var.,,hirta,,,,,(Mill.) Britton & Rose,(Nutt.) B.L. Turner,,,,Acaciella,Fabaceae,FABACE,Plantae
ACANH2,ACANC2,Acacia angustissima var. cuspidata,,Acacia,,angustissima,,,,var.,,cuspidata,,,,,(Mill.) Kuntze,(Schltdl.) L.D. Benson,,,,Acacia,,,
ACANH2,ACANH,Acacia angustissima var. hirta,,Acacia,,angustissima,,,,var.,,hirta,,,,,(Mill.) Kuntze,(Nutt.) B.L. Rob.,,,,Acacia,,,
ACANH2,ACANT4,Acacia angustissima var. texensis,,Acacia,,angustissima,,,,var.,,texensis,,,,,(Mill.) Kuntze,(Torr. & A. Gray) Isely,,,,Acacia,,,
ACANH2,ACANT5,Acaciella angustissima var. texensis,,Acaciella,,angustissima,,,,var.,,texensis,,,,,(Mill.) Britton & Rose,(Torr. & A. Gray) L. Rico,,,,Acaciella,,,
ACANH2,ACCU,Acacia cuspidata,,Acacia,,cuspidata,,,,,,,,,,,Schltdl.,,,,,Acacia,,,
ACANH2,ACHI3,Acacia hirta,,Acacia,,hirta,,,,,,,,,,,Nutt.,,,,,Acacia,,,
ACANH2,ACHI4,Acaciella hirta,,Acaciella,,hirta,,,,,,,,,,,(Nutt.) Britton & Rose,,,,,Acaciella,,,
ACANH2,ACTE2,Acacia texensis,,Acacia,,texensis,,,,,,,,,,,Torr. & A. Gray,,,,,Acacia,,,
ACGL7,,Acaciella glauca,,Acaciella,,glauca,,,,,,,,,,,(L.) L. Rico,,,,,Acaciella,Fabaceae,FABACE,Plantae
ACGL7,ACGL4,Acacia glauca,,Acacia,,glauca,,,,,,,,,,,(L.) Moench,,,,,Acacia,,,
ACGL7,ACVI8,Acacia villosa,,Acacia,,villosa,,,,,,,,,,,(Sw.) Willd.,,,,,Acacia,,,
ACLE10,,Acaciella leucothrix,,Acaciella,,leucothrix,,,,,,,,,,,(Standl.) Britton & Rose,,,,,Acaciella,Fabaceae,FABACE,Plantae
ACLE10,ACANL,Acacia angustissima var. leucothrix,,Acacia,,angustissima,,,,var.,,leucothrix,,,,,(Mill.) Kuntze,(Standl.) B.L. Turner,,,,Acacia,,,
ACSH2,,Acaciella shrevei,,Acaciella,,shrevei,,,,,,,,,,,Britton & Rose,,,,,Acaciella,Fabaceae,FABACE,Plantae
ACSH2,ACANS,Acacia angustissima var. shrevei,,Acacia,,angustissima,,,,var.,,shrevei,,,,,(Mill.) Kuntze,(Britton & Rose) Isely,,,,Acacia,,,
ACSH2,ACHIL2,Acacia hirta ssp. lemmonii,,Acacia,,hirta,ssp.,,lemmonii,,,,,,,,Nutt.,(Rose) Wiggins,,,,Acacia,,,
ACSH2,ACLE3,Acacia lemmonii,,Acacia,,lemmonii,,,,,,,,,,,Rose,,,,,Acacia,,,
ACSU12,,Acaciella suffrutescens,,Acaciella,,suffrutescens,,,,,,,,,,,Britton & Rose,,,,,Acaciella,Fabaceae,FABACE,Plantae
ACSU12,ACANS2,Acacia angustissima var. suffrutescens,,Acacia,,angustissima,,,,var.,,suffrutescens,,,,,(Mill.) Kuntze,(Rose) Isely,,,,Acacia,,,
ACAEN,,Acaena,,Acaena,,,,,,,,,,,,,Mutis ex L.,,,,,Acaena,Rosaceae,ROSACE,Plantae
ACEX,,Acaena exigua,,Acaena,,exigua,,,,,,,,,,,A. Gray,,,,,Acaena,Rosaceae,ROSACE,Plantae
ACEX,ACEXG,Acaena exigua var. glaberrima,,Acaena,,exigua,,,,var.,,glaberrima,,,,,A. Gray,Bitter,,,,Acaena,,,
ACEX,ACEXG2,Acaena exigua var. glabriuscula,,Acaena,,exigua,,,,var.,,glabriuscula,,,,,A. Gray,Bitter,,,,Acaena,,,
ACEX,ACEXS,Acaena exigua var. subtusstrigulosa,,Acaena,,exigua,,,,var.,,subtusstrigulosa,,,,,A. Gray,Bitter,,,,Acaena,,,
ACMY3,,Acaena myriophylla,,Acaena,,myriophylla,,,,,,,,,,,Lindl.,,,,,Acaena,Rosaceae,ROSACE,Plantae
ACNO7,,Acaena novae-zelandiae,,Acaena,,novae-zelandiae,,,,,,,,,,,Kirk,,,,,Acaena,Rosaceae,ROSACE,Plantae
ACNO7,ACAN3,Acaena anserinifolia,,Acaena,,anserinifolia,,,,,,,,,,,auct. non (J.R. Forst. & G. Forst.) Druce,,,,,Acaena,,,
ACNO7,ACNO4,Acaena novae-zelandica,,Acaena,,novae-zelandica,,,,,,,,,,,"Kirk, orth. var.",,,,,Acaena,,,
ACNO7,ACSA4,Acaena sanguisorbae,,Acaena,,sanguisorbae,,,,,,,,,,,auct. non (L. f.) Vahl,,,,,Acaena,,,
ACPA14,,Acaena pallida,,Acaena,,pallida,,,,,,,,,,,(Kirk) Allen,,,,,Acaena,Rosaceae,ROSACE,Plantae
ACPI3,,Acaena pinnatifida,,Acaena,,pinnatifida,,,,,,,,,,,Ruiz & Pav.,,,,,Acaena,Rosaceae,ROSACE,Plantae
ACPIC2,,Acaena pinnatifida var. californica,,Acaena,,pinnatifida,,,,var.,,californica,,,,,Ruiz & Pav.,(Bitter) Jeps.,,,,Acaena,Rosaceae,ROSACE,Plantae
ACPIC2,ACCA2,Acaena californica,,Acaena,,californica,,,,,,,,,,,Bitter,,,,,Acaena,,,
ACALY,,Acalypha,,Acalypha,,,,,,,,,,,,,L.,,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACAL2,,Acalypha alopecuroidea,,Acalypha,,alopecuroidea,,,,,,,,,,,Jacq.,,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACAL2,ACAR17,Acalypha aristata,,Acalypha,,aristata,,,,,,,,,,,Kunth,,,,,Acalypha,,,
ACAM2,,Acalypha amentacea,,Acalypha,,amentacea,,,,,,,,,,,Roxb.,,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACAMW,,Acalypha amentacea ssp. wilkesiana,,Acalypha,,amentacea,ssp.,,wilkesiana,,,,,,,,Roxb.,(Müll. Arg.) Fosberg,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACAMH,,Acalypha amentacea var. heterotricha,,Acalypha,,amentacea,,,,var.,,heterotricha,,,,,Roxb.,Fosberg,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACAMP2,,Acalypha amentacea var. palauensis,,Acalypha,,amentacea,,,,var.,,palauensis,,,,,Roxb.,Fosberg,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACAR16,,Acalypha arvensis,,Acalypha,,arvensis,,,,,,,,,,,Poepp.,,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACAR16,ACAR19,Acalypha aristata,,Acalypha,,aristata,,,,,,,,,,,auct. non Kunth,,,,,Acalypha,,,
ACAU6,,Acalypha australis,,Acalypha,,australis,,,,,,,,,,,L.,,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACBE2,,Acalypha berteriana,,Acalypha,,berteriana,,,,,,,,,,,Müll. Arg.,,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACBI3,,Acalypha bisetosa,,Acalypha,,bisetosa,,,,,,,,,,,Bertol. ex Spreng.,,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACCA3,,Acalypha californica,,Acalypha,,californica,,,,,,,,,,,Benth.,,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACCA3,ACPR,Acalypha pringlei,,Acalypha,,pringlei,,,,,,,,,,,S. Watson,,,,,Acalypha,,,
ACCH2,,Acalypha chamaedryfolia,,Acalypha,,chamaedryfolia,,,,,,,,,,,(Lam.) Müll. Arg.,,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACDE4,,Acalypha deamii,,Acalypha,,deamii,,,,,,,,,,,(Weath.) H.E. Ahles,,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACDE4,ACRHD,Acalypha rhomboidea var. deamii,,Acalypha,,rhomboidea,,,,var.,,deamii,,,,,Raf.,(Weath.) Weath.,,,,Acalypha,,,
ACDE4,ACVID,Acalypha virginica var. deamii,,Acalypha,,virginica,,,,var.,,deamii,,,,,L.,Weath.,,,,Acalypha,,,
ACGR2,,Acalypha gracilens,,Acalypha,,gracilens,,,,,,,,,,,A. Gray,,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACGR2,ACGRD,Acalypha gracilens var. delzii,,Acalypha,,gracilens,,,,var.,,delzii,,,,,A. Gray,L. Mill.,,,,Acalypha,,,
ACGR2,ACGRF,Acalypha gracilens var. fraseri,,Acalypha,,gracilens,,,,var.,,fraseri,,,,,A. Gray,(Müll. Arg.) Weath.,,,,Acalypha,,,
ACGR2,ACVIG,Acalypha virginica var. gracilens,,Acalypha,,virginica,,,,var.,,gracilens,,,,,L.,(A. Gray) Müll. Arg.,,,,Acalypha,,,
ACHI2,,Acalypha hispida,,Acalypha,,hispida,,,,,,,,,,,Burm. f.,,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACIN12,,Acalypha indica,,Acalypha,,indica,,,,,,,,,,,L.,,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACLA9,,Acalypha lanceolata,,Acalypha,,lanceolata,,,,,,,,,,,Willd.,,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACME7,,Acalypha mexicana,,Acalypha,,mexicana,,,,,,,,,,,Müll. Arg.,,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACME7,ACINM,Acalypha indica var. mexicana,,Acalypha,,indica,,,,var.,,mexicana,,,,,L.,(Müll. Arg.) Pax & K. Hoffm.,,,,Acalypha,,,
ACMO4,,Acalypha monococca,,Acalypha,,monococca,,,,,,,,,,,(Engelm. ex A. Gray) Lill. W. Mill. & Gandhi,,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACMO4,ACGRM,Acalypha gracilens var. monococca,,Acalypha,,gracilens,,,,var.,,monococca,,,,,A. Gray,Engelm. ex A. Gray,,,,Acalypha,,,
ACMO4,ACGRM2,Acalypha gracilens ssp. monococca,,Acalypha,,gracilens,ssp.,,monococca,,,,,,,,A. Gray,(Engelm. ex A. Gray) G.L. Webster,,,,Acalypha,,,
ACMO4,ACVIM,Acalypha virginica var. monococca,,Acalypha,,virginica,,,,var.,,monococca,,,,,L.,(Engelm. ex A. Gray) Müll. Arg.,,,,Acalypha,,,
ACMO,,Acalypha monostachya,,Acalypha,,monostachya,,,,,,,,,,,Cav.,,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACMO,ACHE,Acalypha hederacea,,Acalypha,,hederacea,,,,,,,,,,,Torr.,,,,,Acalypha,,,
ACNE,,Acalypha neomexicana,,Acalypha,,neomexicana,,,,,,,,,,,Müll. Arg.,,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACOS,,Acalypha ostryifolia,,Acalypha,,ostryifolia,,,,,,,,,,,Riddell,,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACOS,ACCA8,Acalypha caroliniana,,Acalypha,,caroliniana,,,,,,,,,,,Elliott,,,,,Acalypha,,,
ACPH3,,Acalypha phleoides,,Acalypha,,phleoides,,,,,,,,,,,Cav.,,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACPH3,ACLI,Acalypha lindheimeri,,Acalypha,,lindheimeri,,,,,,,,,,,Müll. Arg.,,,,,Acalypha,,,
ACPH3,ACLIM,Acalypha lindheimeri var. major,,Acalypha,,lindheimeri,,,,var.,,major,,,,,Müll. Arg.,Pax & K. Hoffm.,,,,Acalypha,,,
ACPO,,Acalypha poiretii,,Acalypha,,poiretii,,,,,,,,,,,Spreng.,,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACPO,ACIN,Acalypha indica,,Acalypha,,indica,,,,,,,,,,,"Vell., non L.",,,,,Acalypha,,,
ACPO4,,Acalypha portoricensis,,Acalypha,,portoricensis,,,,,,,,,,,Müll. Arg.,,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACRA,,Acalypha radians,,Acalypha,,radians,,,,,,,,,,,Torr.,,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACRH,,Acalypha rhomboidea,,Acalypha,,rhomboidea,,,,,,,,,,,Raf.,,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACRH,ACVIR,Acalypha virginica var. rhomboidea,,Acalypha,,virginica,,,,var.,,rhomboidea,,,,,L.,(Raf.) Cooperr.,,,,Acalypha,,,
ACSE,,Acalypha setosa,,Acalypha,,setosa,,,,,,,,,,,A. Rich.,,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACVI,,Acalypha virginica,,Acalypha,,virginica,,,,,,,,,,,L.,,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACWI,,Acalypha wilkesiana,,Acalypha,,wilkesiana,,,,,,,,,,,Müll. Arg.,,,,,Acalypha,Euphorbiaceae,EUPHOR,Plantae
ACWI,ACAMW,Acalypha amentacea ssp. wilkesiana,,Acalypha,,amentacea,ssp.,,wilkesiana,,,,,,,,Roxb.,(Müll. Arg.) Fosberg,,,,Acalypha,,,
ACAMP,,Acamptopappus,,Acamptopappus,,,,,,,,,,,,,(A. Gray) A. Gray,,,,,Acamptopappus,Asteraceae,ASTERA,Plantae
ACSH,,Acamptopappus shockleyi,,Acamptopappus,,shockleyi,,,,,,,,,,,A. Gray,,,,,Acamptopappus,Asteraceae,ASTERA,Plantae
ACSP,,Acamptopappus sphaerocephalus,,Acamptopappus,,sphaerocephalus,,,,,,,,,,,(Harv. & A. Gray ex A. Gray) A. Gray,,,,,Acamptopappus,Asteraceae,ASTERA,Plantae
ACSPH,,Acamptopappus sphaerocephalus var. hirtellus,,Acamptopappus,,sphaerocephalus,,,,var.,,hirtellus,,,,,(Harv. & A. Gray ex A. Gray) A. Gray,S.F. Blake,,,,Acamptopappus,Asteraceae,ASTERA,Plantae
ACSPS2,,Acamptopappus sphaerocephalus var. sphaerocephalus,,Acamptopappus,,sphaerocephalus,,,,var.,,sphaerocephalus,,,,,(Harv. & A. Gray ex A. Gray) A. Gray,(Harv. & A. Gray ex A. Gray) A. Gray,,,,Acamptopappus,Asteraceae,ASTERA,Plantae
ACSPS2,APSP2,Aplopappus sphaerocephalus,,Aplopappus,,sphaerocephalus,,,,,,,,,,,Harv. & A. Gray ex A. Gray,,,,,Aplopappus,,,
ACANT6,,Acanthocereus,,Acanthocereus,,,,,,,,,,,,,(Engelm. ex A. Berger) Britton & Rose,,,,,Acanthocereus,Cactaceae,CACTAC,Plantae
ACTE4,,Acanthocereus tetragonus,,Acanthocereus,,tetragonus,,,,,,,,,,,(L.) Humm.,,,,,Acanthocereus,Cactaceae,CACTAC,Plantae
ACTE4,ACFL3,Acanthocereus floridanus,,Acanthocereus,,floridanus,,,,,,,,,,,Small ex Britton & Rose,,,,,Acanthocereus,,,
ACTE4,ACPE5,Acanthocereus pentagonus,,Acanthocereus,,pentagonus,,,,,,,,,,,(L.) Britton & Rose,,,,,Acanthocereus,,,
ACTE4,CATE30,Cactus tetragonus,,Cactus,,tetragonus,,,,,,,,,,,L.,,,,,Cactus,,,
ACTE4,CEPE4,Cereus pentagonus,,Cereus,,pentagonus,,,,,,,,,,,(L.) Haw.,,,,,Cereus,,,
ACANT2,,Acanthomintha,,Acanthomintha,,,,,,,,,,,,,(A. Gray) A. Gray,,,,,Acanthomintha,Lamiaceae,LAMIAC,Plantae
ACDU2,,Acanthomintha duttonii,,Acanthomintha,,duttonii,,,,,,,,,,,(Abrams) Jokerst,,,,,Acanthomintha,Lamiaceae,LAMIAC,Plantae
ACDU2,ACOBD,Acanthomintha obovata ssp. duttonii,,Acanthomintha,,obovata,ssp.,,duttonii,,,,,,,,Jeps.,Abrams,,,,Acanthomintha,,,
ACIL,,Acanthomintha ilicifolia,,Acanthomintha,,ilicifolia,,,,,,,,,,,(A. Gray) A. Gray,,,,,Acanthomintha,Lamiaceae,LAMIAC,Plantae
ACLA2,,Acanthomintha lanceolata,,Acanthomintha,,lanceolata,,,,,,,,,,,Curran,,,,,Acanthomintha,Lamiaceae,LAMIAC,Plantae
ACOB,,Acanthomintha obovata,,Acanthomintha,,obovata,,,,,,,,,,,Jeps.,,,,,Acanthomintha,Lamiaceae,LAMIAC,Plantae
ACOBC,,Acanthomintha obovata ssp. cordata,,Acanthomintha,,obovata,ssp.,,cordata,,,,,,,,Jeps.,Jokerst,,,,Acanthomintha,Lamiaceae,LAMIAC,Plantae
ACOBO,,Acanthomintha obovata ssp. obovata,,Acanthomintha,,obovata,ssp.,,obovata,,,,,,,,Jeps.,Jeps.,,,,Acanthomintha,Lamiaceae,LAMIAC,Plantae
ACANT3,,Acanthospermum,,Acanthospermum,,,,,,,,,,,,,Schrank,,,,,Acanthospermum,Asteraceae,ASTERA,Plantae
ACAU2,,Acanthospermum australe,,Acanthospermum,,australe,,,,,,,,,,,(Loefl.) Kuntze,,,,,Acanthospermum,Asteraceae,ASTERA,Plantae
ACAU2,ACXA,Acanthospermum xanthioides,,Acanthospermum,,xanthioides,,,,,,,,,,,DC.,,,,,Acanthospermum,,,
