taxonID	creator	date	title	description	identifier	type
11481302	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481303	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481304	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481305	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481306	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481307	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481308	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11481308	Verdcourt,B.	1979		A Manual of New Guinea Legumes. Office of Forests, Lae,PNG		taxon
11481308	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481308	Fosberg,F.R. et al.	1979		A Geographical Checklist of the Micronesian Dicotyledonae		taxon
11481309	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481310	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481311	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481312	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481313	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481314	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481315	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481316	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481317	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481318	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481319	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481320	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481321	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481322	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481323	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481324	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481325	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481326	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481327	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481328	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481329	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481330	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481331	Verdcourt,B.	1979		A Manual of New Guinea Legumes. Office of Forests, Lae,PNG		taxon
11481331	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481332	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481333	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481334	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481335	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481336	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481337	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481338	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481339	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481340	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481341	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481342	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481343	Van der Maesen,L.J.G	1985		Agric.Univ.Wageningen Papers 85-4:1-225.Cajanus & Atylosia		taxon
11481343	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481344	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481345	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481346	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481347	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481348	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481349	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481350	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481351	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481352	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481353	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481354	Verdcourt,B.	1979		A Manual of New Guinea Legumes. Office of Forests, Lae,PNG		taxon
11481354	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481355	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481356	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481357	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481358	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481359	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481360	Bosman,M.T.M. & de Haas,A.J.P.	1983		Blumea 28(2): 421-487. A revision of the genus Tephrosia		taxon
11481360	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481361	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481362	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481363	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481364	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481365	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481366	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481367	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481368	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481369	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481370	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481371	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481372	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481373	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481374	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481375	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481376	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481377	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481378	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481379	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481380	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481381	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481382	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481383	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481384	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481385	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481386	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481387	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481388	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481389	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481390	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481391	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481392	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481393	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481394	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481395	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481396	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481397	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481398	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481399	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481400	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481401	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481402	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481403	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481404	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481405	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481406	Adema, F.	2000		Pers.comm.		taxon
11481406	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481407	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481408	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481409	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481410	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481411	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481412	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481413	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481414	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481415	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481416	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11481416	Grierson,A.J.C. & Long,D.G.	1987		Flora of Bhutan,Vol.1.(Part 3). Edinburgh: RBG		taxon
11481416	Verdcourt,B.	1979		A Manual of New Guinea Legumes. Office of Forests, Lae,PNG		taxon
11481416	Ohashi,H.	1973		Asiatic sp.of Desmodium & allied. Ginkgoana1. Aca.Sc.BookCo.		taxon
11481416	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481416	Ohashi,H.	1979		Leguminosae In:Hara&Williams:EnumerationFlwingPl.Nepal2:103-		taxon
11481416	Pedley,L. & Rudd,V.E.	1996		Desmodieae. In:Dassanyake,MD & Clayton,WD(eds.). A revised h		taxon
11481416	Ali,S.I.	1977		Papilion. In:Flora of West Pakistan, No 100.		taxon
11481416	Yang, Y.C. & Huang, P.H.	1995		Trifidacanthus &...In:Fl.Reip.Pop.Sinicae,41 (Leguminosae 3)		taxon
11481417	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481418	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481419	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481420	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481421	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481422	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481423	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481424	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481425	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481426	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481427	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481428	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481429	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481430	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481431	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481432	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481433	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481434	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481435	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481436	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481437	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481438	Van der Maesen,L.J.G	1985		Agric.Univ.Wageningen Papers 85-4:1-225.Cajanus & Atylosia		taxon
11481438	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481439	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481440	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481441	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481442	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481443	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481444	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481445	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481446	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481447	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481448	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481449	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481450	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481451	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481452	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481453	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481454	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481455	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481456	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481457	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481458	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481459	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481460	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481461	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481462	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481463	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11481463	Grierson,A.J.C. & Long,D.G.	1987		Flora of Bhutan,Vol.1.(Part 3). Edinburgh: RBG		taxon
11481463	Backer,C.A.	1963		Flora of Java. Groningen, The Netherlands		taxon
11481463	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481463	Ohashi,H.	1979		Leguminosae In:Hara&Williams:EnumerationFlwingPl.Nepal2:103-		taxon
11481463	Yang,C.Y.	1998		Crotalaria &... In:Fl.Reip.Pop.Sinicae,42(2) (Leguminosae 5)		taxon
11481464	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481465	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481466	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481467	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481468	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481469	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481470	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481471	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481472	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481473	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481474	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481475	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481476	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481477	Nielsen,I. & al.	1984		Opera Botanica 76:1-120. The genus Archidendron(Leg.-Mimos.)		taxon
11481477	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481478	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481479	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481480	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481481	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481482	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481483	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481484	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481485	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481486	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481487	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481488	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481489	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481490	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481491	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481492	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481493	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481494	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481495	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481496	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481497	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481498	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481499	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481500	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481500	Fantz,P.R.	1992		J.Econ.Bot.45(4):511-520.Ethnobotany of Clitoria in SE Asia.		taxon
11481500	Fantz,P.R.	1997		Sida 17(3):635-636. Lectotypification of Clitoria australis		taxon
11481501	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481502	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481503	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481504	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481505	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481506	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481507	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481508	Ali,S.I.	1977		Papilion. In:Flora of West Pakistan, No 100.		taxon
11481510	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481511	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481512	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481513	Verdcourt,B.	1979		A Manual of New Guinea Legumes. Office of Forests, Lae,PNG		taxon
11481513	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481514	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481515	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481516	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481517	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481518	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481519	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481520	Van der Maesen,L.J.G	1985		Agric.Univ.Wageningen Papers 85-4:1-225.Cajanus & Atylosia		taxon
11481520	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481521	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481522	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481523	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481524	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481525	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481526	Verdcourt,B.	1979		A Manual of New Guinea Legumes. Office of Forests, Lae,PNG		taxon
11481526	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
11481526	Bresser,M.	1978		Blumea 24:485-493. Monograph of the genus Phylacium(Legum.).		taxon
11481527	CAVP - Database, Canberra	1995		Census Australian Vasc. Plants - Database,Bureau Fl. & Fauna		taxon
